scenario_id,pair_id,location,infra_type,hazard,model,score_a,score_b,delta
HC-10B,HC-10,"Cuttack, Odisha, India",unstructured,Cyclone,Llama 3.1 8B Instruct,4.0,4.0,0.0
HC-10B,HC-10,"Cuttack, Odisha, India",unstructured,Cyclone,Mistral NeMo 12B,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-01A,LS-01,"Seattle, WA, USA",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-02A,LS-02,"Salzburg, Austria",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-03A,LS-03,"Vancouver, BC, Canada",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-04A,LS-04,"Wellington, New Zealand",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-05A,LS-05,"Bergen, Norway",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-06A,LS-06,"Innsbruck, Austria",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-07A,LS-07,"Grenoble, France",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-09A,LS-09,"Portland, OR, USA",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,GPT-4o,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-10A,LS-10,"Zurich, Switzerland",structured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Claude 3 Haiku,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Claude 3.7 Sonnet,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,DeepSeek V3.2,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,GPT-4o,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Gemini 2.5 Flash,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Llama 3.1 70B Instruct,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Llama 3.1 8B Instruct,4.0,4.0,0.0
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,Landslide,Mistral NeMo 12B,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Llama 3.1 8B Instruct,4.0,3.0,-1.0
WF-01A,WF-01,"Malibu, CA, USA",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-01B,WF-01,"Valparaíso hillside, Chile",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-02A,WF-02,"Sydney suburb, Australia",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,1.0,-3.0
WF-02B,WF-02,"Bogotá peri-urban, Colombia",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-03A,WF-03,"Portland, OR, USA",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-03B,WF-03,"Cape Town informal settlement, South Africa",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-04A,WF-04,"Madrid outskirts, Spain",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-04B,WF-04,"Nairobi peri-urban, Kenya",unstructured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,GPT-4o,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Gemini 2.5 Flash,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Llama 3.1 70B Instruct,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Llama 3.1 8B Instruct,4.0,4.0,0.0
WF-05A,WF-05,"Denver suburb, CO, USA",structured,Wildfire,Mistral NeMo 12B,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Claude 3 Haiku,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,Claude 3.7 Sonnet,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,DeepSeek V3.2,4.0,4.0,0.0
WF-05B,WF-05,"Jakarta peri-urban, Indonesia",unstructured,Wildfire,GPT-4o,4.0,4.0,0.0
